path,Fld Applictn,Abstract,File,Title,Start Date,Expected Total Amt.,Prgm Manager,Expires,Investigator,NSF Org,Sponsor,Type,Program Ref,Award Instr.,Award Number,NSF Program,Latest Amendment Date
dbfs:/data-mining/nsf-abstract/original/awd_1992_01/a9201494.txt,0000099 Other Applications NEC  21 Mathematics,"Loeb will continue his work in applying nonstandard models  to measure theory, potential theory, and stochastic processes.  This approach uses measure spaces defined on nonstandard point  sets. These spaces make finite combinatorial methods available  in research on infinite probability spaces. Loeb will combine  this measure theory with the theory of nonstandard hulls. He  also will continue his work on representing measures and ideal  boundaries in potential theory.  This research project is in the area of nonstandard  analysis. This subject arises from the attempt to develop the  standard topics of analysis, including integration and  differentiation, based on a nonstandard model for the real  numbers. In the nonstandard model, one has the notion of  \"infinitely small\" numbers which formalize the intuitive notions  behind the concept of limit. This formal construct often leads  to greater combinatorial efficiency.",a9201494,"Mathematical Sciences: Applications of Nonstandard Analysis to Measure Theory, Potential Theory & Related Topics","July 1, 1992",$72504 (Estimated),Joe W. Jenkins  DMS DIVISION OF MATHEMATICAL SCIENCES  MPS DIRECT FOR MATHEMATICAL & PHYSICAL SCIEN,"December 31, 1995 (Estimated)",Peter A. Loeb loeb@math.uiuc.edu (Principal Investigator current),DMS,"U of Ill Urbana-Champaign 801 South Wright Street Champaign, IL 61820 217/333-2186",Award,"",Standard Grant,9201494,1281 ANALYSIS PROGRAM,"June 15, 1992"
dbfs:/data-mining/nsf-abstract/original/awd_1992_09/a9209386.txt,0000099 Other Applications NEC  12 Chemistry,"The long term objective of this research is to define, at the  molecular level, the mechanism of neurotransmitter release, neural  cell secretion, which is the basis for the reception of sensations,  thought integration and response initiation. The approach to be  taken is to study the nerve ending calcium-binding proteins since  increased concentrations in the nerve ending appear to be the only  absolute requirement for release. Unlike other, slower forms of  secretion, the quickness of neurotransmitter release suggests that  calcium-binding proteins probably are involved directly. The  project will investigate calcium binding to alpha-actinin which  binds F-actin and bundles actin filaments. Also alpha-actinin  which believed to occur at nerve endings. Specifically, techniques  will be applied to measure 45Ca2+ binding to alpha-actinin, localize  the calcium binding sites, study the competition by other cations  for these sites, investigate conformational and functional changes  produced by cations using flow dialysis, gel electrophoresis,  protein blotting and 45Ca overlay, column chromatography,  fluorescence and circular dichroism measurements. These studies  will reveal the interactions of alpha-actinin with calcium and  illuminate its possible roles in neurotransmitter release.",a9209386,Calcium-Binding Proteins in Nerve Endings,"September 1, 1992",$101450 (Estimated),IBN DIV OF INTEGRATIVE BIOLOGY AND NEUROSCIE BIO DIRECT FOR BIOLOGICAL SCIENCES,"October 31, 1994 (Estimated)",Joseph A. Babitch (Principal Investigator current),IBN,"Texas Christian Univ University Boulevard Fort Worth, TX 76129 817/921-7000",Award,"",Standard Grant,9209386,1192 NEURONAL AND GLIAL MECHANISMS,"May 5, 1994"
dbfs:/data-mining/nsf-abstract/original/awd_1992_06/a9206919.txt,0000099 Other Applications NEC  41 Atmospheric Sciences,Formation of precipitation in deep convective storms has long  been recognized as such a complex process that numerical  simulations are needed to assist scientists in understanding  critical physical processes. The situation is even more  complicated when considering the question of artificial  modification of precipitation.  The Principal Investigator will use advanced numerical models  to study cloud seeding effects on the cloud and regional scale.  Questions to be addressed include: (1) how would the distribution  of precipitation over an area be altered by cloud seeding; (2) can  seeding of individual clouds within a cloud group lead to a more  favorable environment for the development of successive generations  of clouds; what are the primary and secondary modes of ice  generation in clouds of different types and how does seeding affect  these different situations? Model results will be continuously  compared to actual data collected from previously completed field  programs.  In the second year of the award the Principal Investigator may  participate in a field program using the numerical models in a real  time predictive mode. Model results will be used to help guide the  activities of the field program on a daily basis.,a9206919,The Numerical Simulation of Cloud Seeding Effects in Cloud Scale and Mesoscale Models,"September 1, 1992",$502000 (Estimated),Stephan P. Nelson  ATM DIVISION OF ATMOSPHERIC SCIENCES  GEO DIRECTORATE FOR GEOSCIENCES,"August 31, 1996 (Estimated)",Harold D. Orville horville@ias.sdsmt.edu (Principal Investigator current) Richard D. Farley (Co-Principal Investigator current),ATM,"SD Sch of Mines and Tech 501 East Saint Joseph Street Rapid City, SD 577013995 605/394-1205",Award,"0000,OTHR,",Continuing grant,9206919,1525 MESOSCALE DYNAMIC METEOROLOGY,"January 31, 1996"
dbfs:/data-mining/nsf-abstract/original/awd_1992_02/a9202176.txt,"0106000 Materials Research  15 Metals, Ceramics & Electronic Materials","The ability to grow metastable epitaxial heterostructures has  driven efforts to fabricate many novel electronic devices. Recent  breakthroughs in the heteroepitaxial growth of silicides such as  CoSi2 on the Si(100) surface have revitalized the search for a  metal base transistor; however, many problems remain. One of the  most critical problems at this time is the inability to grow high  quality epitaxial Si back on top of these films. This proposal  addresses this goal by taking a scientifically aggressive approach  in an attempt to use \"kinetic engineering\" to overcome the growth  problems associated with heteroepitaxy on silicide surfaces.  \"Kinetic engineering\" is intended here to describe attempts to  alter the kinetics of a nucleating film by modification of the  surface geometric and/or electronic structure. This will be  accomplished by using adsorbates, such as As, as surfactants and  controllably altering the surface topography of the substrate.  %%%  This research will result in a better fundamental understanding of  the influence adsorbates have on the kinetics and energetics of  evolving films in determining the resulting growth mode. This  understanding will provide a foundation for low temperature  processing of thin film structures with a desired morphology. This  research will provide tools needed for the pursuit of advanced  devices such as the metal base transistor and the three  dimensional integration of silicon devices.",a9202176,Novel Low Temperature Approaches to Epitaxial Silicon Overgrowth on Silicides,"September 1, 1992",$200000 (Estimated),LaVerne D. Hess  DMR DIVISION OF MATERIALS RESEARCH  MPS DIRECT FOR MATHEMATICAL & PHYSICAL SCIEN,"August 31, 1996 (Estimated)",Steven M. Yalisove smy@umich.edu (Principal Investigator current),DMR,"University of Michigan 3003 S State St. RM 1062 Ann Arbor, MI 481091274 313/764-1817",Award,"1775,9162,9295,AMPP,",Continuing grant,9202176,"1715 METALS, CERAMICS, & ELEC MATRS","May 17, 1994"
dbfs:/data-mining/nsf-abstract/original/awd_1992_08/a9208903.txt,0000099 Other Applications NEC  61 Life Science Biological  81 Anthropology,"The primary objective of this proposal is to continue excavations  in Tugen Hills, west of Lake Baringo, Kenya. This region contains  an excellent series of fossiliferous geological strata dating to  the period of 16 to approximately 1.5 million years ago; a time of  major significance in the evolution of the higher primates and  bracketing the time of appearance of the first hominids or human  ancestors. The project has already discovered new primate  specimens as well as remains of other mammalian fossils. In total,  these specimens are elucidating not only the anatomical details of  the development of various higher primates, but also setting them  within an environmental context, thus clarifying the conditions  which molded the species' evolution. Further fossiliferous sites  will be identified while currently known sites will continue to be  excavated.",a9208903,"Later Neogene African Hominoids: Evolution, Environments and the Origin of the Hominidae","July 1, 1992",$290191 (Estimated),"Dennis H. O'Rourke  BCS DIVISION OF BEHAVIORAL AND COGNITIVE SCI SBE DIRECT FOR SOCIAL, BEHAV & ECONOMIC SCIE","December 31, 1994 (Estimated)",Andrew Hill andrew.hill@yale.edu (Principal Investigator current),BCS,"Yale University P.O. Box 208337 New Haven, CT 065208337 203/432-2460",Award,"0000,OTHR,",Continuing grant,9208903,1392 PHYSICAL ANTHROPOLOGY,"June 23, 1994"
dbfs:/data-mining/nsf-abstract/original/awd_1992_00/a9200317.txt,0000099 Other Applications NEC  21 Mathematics,"Support for three undergraduate researchers will be provided  by this award. The students will work with the principal  investigator on selected questions in applied mathematics taken  from problems arising in industrial settings. Typical of these  questions are studies of light loss in space telescope metering,  modeling clocks in space and analyzing relativistic effects of  light paths. Some of the work will involve numerical  approximations.  Visits to industrial research facilities are also planned.",a9200317,Mathematical Sciences: Problems in Applied Mathematics and Geometry,"March 15, 1992",$9500 (Estimated),Deborah Lockhart  DMS DIVISION OF MATHEMATICAL SCIENCES  MPS DIRECT FOR MATHEMATICAL & PHYSICAL SCIEN,"August 31, 1993 (Estimated)",David E. Tepper (Principal Investigator current) Jonathan M. Huntley (Co-Principal Investigator current),DMS,"CUNY Baruch College One Baruch Way New York, NY 100105526 646/312-2205",Award,"9250,",Standard Grant,9200317,1260 INFRASTRUCTURE PROGRAM,"April 15, 1992"
dbfs:/data-mining/nsf-abstract/original/awd_1992_07/a9207674.txt,0000099 Other Applications NEC  99 Other Sciences NEC,"This award will support study of the Japanese  language by an American scientist or engineer  by providing a stipend, tuition, or other  course-related expenses. The objectives of the  program are to enable active U.S. scientists  and engineers to acquire sufficient familiarity  with the language and customs of Japan to allow  them to function independently there and/or to  acquire sufficient expertise in reading  Japanese to be able to understand technical  abstracts in their field of interest.   There is a critical need for more effective  technical communication between American and  Japanese researchers. This award is intended  to help remove language and cultural barriers  to U.S.-Japanese cooperative research and to  facilitate science and technology exchange.",a9207674,Japanese Language Award for Louis Litchfield Whitcomb,"June 15, 1992",$7490 (Estimated),"Janice Cassidy  INT Office of Internatl Science &Engineering SBE DIRECT FOR SOCIAL, BEHAV & ECONOMIC SCIE","November 30, 1992 (Estimated)",Louis L. Whitcomb (Principal Investigator current),INT,"Yale University P.O. Box 208337 New Haven, CT 065208337 203/432-2460",Award,"1311,",Standard Grant,9207674,5959 JAPAN INITIATIVE PROGRAM,"June 8, 1992"
dbfs:/data-mining/nsf-abstract/original/awd_1992_01/a9201218.txt,0000099 Other Applications NEC  21 Mathematics,"This research focuses on the study of Gelfand pairs arising  from actions of compact Lie groups on nilpotent Lie groups.  Specific goals include the classification of such pairs,  development of geometric criteria for Gelfand pairs, and a detailed  analysis of the associated spherical functions and differential  operators.  The project is in the general area of modern analysis and  concerns classical questions from noncommutative harmonic analysis  in a new setting of Gelfand pairs involving nilpotent groups. The  research draws heavily on the well-known theories of compact and  nilpotent Lie groups and provides a nice contrast to the study of  Riemannian symmetric spaces. This research has the opportunity of  deepening our understanding of the solvability of differential  operators and the full relationship between the geometry of the  orbits of Lie groups and representation theory.",a9201218,Mathematical Sciences: RUI: Gelfand Pairs in Nilpotent Analysis,"June 1, 1992",$84871 (Estimated),Joe W. Jenkins  DMS DIVISION OF MATHEMATICAL SCIENCES  MPS DIRECT FOR MATHEMATICAL & PHYSICAL SCIEN,"November 30, 1995 (Estimated)",Chal Benson benson@arch.umsl.edu (Principal Investigator current) Gail Ratcliff (Co-Principal Investigator current),DMS,"U of Missouri Saint Louis 8001 Natural Bridge Road Saint Louis, MO 631214499 314/516-5897",Award,"9178,9229,",Continuing grant,9201218,1281 ANALYSIS PROGRAM,"April 19, 1993"
dbfs:/data-mining/nsf-abstract/original/awd_1992_05/a9205274.txt,0000099 Other Applications NEC  42 Geological Sciences,"By detailed field work and modeling, the late Quaternary  sediment record in Illinois will be investigated to determine the  origin of subglacial tills that were deposited in the marginal area  of the Laurentide Ice Sheet. Massive, homogenous diamictons that  classically have been interpreted to be lodgement till may instead  have originated primarily through subglacial deformation in a  deforming bed. Reconstructions of the Lake Michigan Lobe profile  in Illinois and preliminary field study of glacigenic sediment are  consistent with evidence of a deforming bed that has been suggested  on theoretical grounds.  Methods will consist of two summers of detailed  sedimentological and structural study of carefully selected sites,  focusing on differentiating subglacial till that is relatively  undeformed from till that has experienced internal deformation by  pervasive subglacial shearing to large strains. Further analysis  will consist of: (1) geotechincal analyses in order to evaluate  rheological parameters of the till; (2) determining sediment  transport fluxes during the maximum of the last glaciation and  comparing those data will data derived from different models of  glacial transport; and (3) numerical modeling of the Lake Michigan  Lobe ice-till system. The results of this research will have  significant implications for interpreting the origin of massive,  homogenous till units in mid-latitude regions, as well as for  understanding and modeling the dynamics of the Laurentide Ice  Sheet.",a9205274,"COLLABORATIVE RESEARCH: Subglacial Till Genesis and Ice Sheet Dynamics, Lake Michigan Lobe Area","July 1, 1992",$85751 (Estimated),John A. Maccini  EAR DIVISION OF EARTH SCIENCES  GEO DIRECTORATE FOR GEOSCIENCES,"December 31, 1994 (Estimated)",Peter U. Clark clarkp@ucs.orst.edu (Principal Investigator current),EAR,Oregon State University,Award,"",Continuing grant,9205274,1571 GEOLOGY & PALEONTOLOGY,"April 2, 1993"
dbfs:/data-mining/nsf-abstract/original/awd_1992_09/a9209336.txt,0000099 Other Applications NEC  31 Computer Science & Engineering,"Fine-grained concurrent programs offer the potential for  portable concurrent programming, but their efficient execution is not  yet practical. The objective of this project is to develop  techniques to support efficient execution of fine-grained programs by  transforming their execution grain size.  Fine-grained programs present special problems because the  overhead of each grain can overwhelm the benefits of exploiting their  concurrency. The project focuses on concurrent, object-based  programs because they allow the expression of fine-grained concurrency  and couple data and program, providing important data locality  information. The program transformations increase program locality by  grouping objects. This allows small computational grains to be  merged into larger grains, increasing execution efficiency and  reducing communication requirements.  The research will examine quantitative analysis of control and  communication patterns in concurrent object-oriented programs, the  development of program analysis and transformation techniques, and  their implementation and evaluation based on a sharable intermediate  form. Quantitative analysis provides a useful point of reference and  the basis for understanding the behavior of programs. The analysis  techniques identify invocation paths and static object relations,  enabling the application of program transformations grouping objects  along invocation paths. Such techniques increase program locality,  reducing communication and permitting the use of more efficient,  specialized code sequences.",a9209336,Efficient Execution of Fine-Grained Concurrent Programs,"July 1, 1992",$110000 (Estimated),Anand R. Tripathi  CCR DIV OF COMPUTER-COMMUNICATIONS RESEARCH  CSE DIRECT FOR COMPUTER & INFO SCIE & ENGINR,"December 31, 1995 (Estimated)",Andrew A. Chien (Principal Investigator current),CCR,"U of Ill Urbana-Champaign 801 South Wright Street Champaign, IL 61820 217/333-2186",Award,"2876,9216,9264,HPCC,",Continuing grant,9209336,2876 OPER SYSTEMS AND COMPILERS,"April 26, 1994"
